Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SingleBrowser,Chrome 110.0.0.0,,,2023-03-09 10:35:35,2023-03-09 10:35:46,11.464s,ERROR
,,,,,,,
Test Cases/Visual_Test_Case_Full_Page - Copy,Chrome 110.0.0.0,,,2023-03-09 10:35:44,2023-03-09 10:35:46,2.421s,ERROR
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-09 10:35:44,2023-03-09 10:35:46,1.922s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-09 10:35:46,2023-03-09 10:35:46,0.143s,PASSED
"setViewPortSize(1200, 99999)",Chrome 110.0.0.0,,,2023-03-09 10:35:46,2023-03-09 10:35:46,0.263s,PASSED
"td = findTestData(""Data Files/Test_Data"")",Chrome 110.0.0.0,,,2023-03-09 10:35:46,2023-03-09 10:35:46,0.040s,PASSED
"for ([i = 1, i <= rows, (i++)])",Chrome 110.0.0.0,,,2023-03-09 10:35:46,2023-03-09 10:35:46,0.002s,ERROR
