Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MTP_22.11_11-20,Chrome 110.0.0.0,,,2023-03-09 10:31:26,2023-03-09 10:31:40,14.322s,ERROR
,,,,,,,
Test Cases/Visual_Test_Case_Full_Page - Copy,Chrome 110.0.0.0,,,2023-03-09 10:31:37,2023-03-09 10:31:40,2.917s,ERROR
"openBrowser("""")",Chrome 110.0.0.0,,,2023-03-09 10:31:37,2023-03-09 10:31:40,2.271s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-03-09 10:31:40,2023-03-09 10:31:40,0.142s,PASSED
"setViewPortSize(1200, 99999)",Chrome 110.0.0.0,,,2023-03-09 10:31:40,2023-03-09 10:31:40,0.325s,PASSED
"td = findTestData(""Data Files/Test_Data"")",Chrome 110.0.0.0,,,2023-03-09 10:31:40,2023-03-09 10:31:40,0.092s,PASSED
"for ([i = 1, i <= rows, (i++)])",Chrome 110.0.0.0,,,2023-03-09 10:31:40,2023-03-09 10:31:40,0.005s,ERROR
